0,established,organizing,,0,established,organizing
0,established,removed,,0,established,removed
2,mathematics,nowadays,,2,mathematics,nowadays
3,demographic,concurrency,,3,demographic,concurrency
3,demographic,track,,3,demographic,track
4,decision,largest,,4,decision,largest
4,decision,messages,,4,decision,messages
14,semantic,list,,14,semantic,list
14,semantic,sometimes,,14,semantic,sometimes
14,semantic,university,,14,semantic,university
19,expensive,placed,,19,expensive,placed
19,expensive,platform,,19,expensive,platform
19,expensive,underpin,,19,expensive,underpin
19,led,placed,,19,led,placed
19,led,platform,,19,led,platform
19,led,underpin,,19,led,underpin
22,teradata,final,,22,teradata,final
22,teradata,individuals,,22,teradata,individuals
25,evolved,choose,,25,evolved,choose
25,evolved,current,,25,evolved,current
25,types,choose,,25,types,choose
25,types,current,,25,types,current
27,intended,migrate,,27,intended,migrate
27,intended,researchers,,27,intended,researchers
28,oxford,citations,,28,oxford,citations
28,oxford,developed,,28,oxford,developed
38,TRUE,info,,38,TRUE,info
38,TRUE,odbc,,38,TRUE,odbc
43,impossible,corruption,,43,impossible,corruption
43,impossible,eugene,,43,impossible,eugene
43,impossible,frankfurt,,43,impossible,frankfurt
43,impossible,solved,,43,impossible,solved
49,interactively,began,,49,interactively,began
49,interactively,closest,,49,interactively,closest
49,interactively,concerned,,49,interactively,concerned
52,kind,description,,52,kind,description
52,kind,ibm,,52,kind,ibm
52,kind,market,,52,kind,market
55,decisions,logging,,55,decisions,logging
55,decisions,telecommunications,,55,decisions,telecommunications
55,wikipedia,logging,,55,wikipedia,logging
55,wikipedia,telecommunications,,55,wikipedia,telecommunications
61,should,stated,,61,should,stated
61,should,though,,61,should,though
64,dominant,suite,,64,dominant,suite
64,dominant,testing,,64,dominant,testing
64,dominant,tuple,,64,dominant,tuple
64,exadata,suite,,64,exadata,suite
64,exadata,testing,,64,exadata,testing
64,exadata,tuple,,64,exadata,tuple
66,has,index,,66,has,index
66,mainly,index,,66,mainly,index
66,useful,index,,66,useful,index
72,denormalized,setting,,72,denormalized,setting
75,including,applications,,75,including,applications
75,including,component,,75,including,component
75,including,sapand,,75,including,sapand
79,freely,key,,79,freely,key
80,computers,produce,,80,computers,produce
84,fact,benefits,,84,fact,benefits
84,fact,initial,,84,fact,initial
84,fact,sold,,84,fact,sold
87,number,organized,,87,number,organized
94,four,respective,,94,four,respective
94,four,salary,,94,four,salary
97,effective,find,,97,effective,find
97,effective,implementations,,97,effective,implementations
97,effective,resides,,97,effective,resides
97,effective,traditional,,97,effective,traditional
99,producing,encoding,,99,producing,encoding
99,producing,granted,,99,producing,granted
99,producing,heterogeneous,,99,producing,heterogeneous
99,producing,statistical,,99,producing,statistical
100,elementary,decided,,100,elementary,decided
101,deliver,deciding,,101,deliver,deciding
101,deliver,programmers,,101,deliver,programmers
103,use,executed,,103,use,executed
104,mid,cassandra,,104,mid,cassandra
104,mid,cross,,104,mid,cross
108,rapid,distinct,,108,rapid,distinct
108,rapid,driven,,108,rapid,driven
108,rapid,retained,,108,rapid,retained
109,spite,computer,,109,spite,computer
116,likely,some,,116,likely,some
116,likely,suggestion,,116,likely,suggestion
128,databases,already,,128,databases,already
128,databases,varying,,128,databases,varying
133,conformance,control,,133,conformance,control
133,conformance,synonym,,133,conformance,synonym
135,analyzing,determined,,135,analyzing,determined
135,analyzing,workflow,,135,analyzing,workflow
135,available,determined,,135,available,determined
135,available,workflow,,135,available,workflow
136,query,application,,136,query,application
136,query,happy,,136,query,happy
136,query,triplestores,,136,query,triplestores
138,pursued,standardised,,138,pursued,standardised
141,time,external,,141,time,external
141,time,stable,,141,time,stable
146,storing,department,,146,storing,department
147,satisfy,redundancy,,147,satisfy,redundancy
147,satisfy,relevant,,147,satisfy,relevant
154,cluster,captured,,154,cluster,captured
162,complexity,column,,162,complexity,column
162,device,column,,162,device,column
165,maintain,activities,,165,maintain,activities
165,maintain,codasyl,,165,maintain,codasyl
165,maintain,match,,165,maintain,match
165,maintain,remained,,165,maintain,remained
166,subschemas,unstructured,,166,subschemas,unstructured
167,might,place,,167,might,place
180,co,codd,,180,co,codd
182,stage,drawing,,182,stage,drawing
182,stage,one,,182,stage,one
182,stage,sense,,182,stage,sense
183,edited,authorization,,183,edited,authorization
183,edited,scalability,,183,edited,scalability
183,jose,authorization,,183,jose,authorization
183,jose,scalability,,183,jose,scalability
189,empty,central,,189,empty,central
189,empty,protecting,,189,empty,protecting
195,agency,architecture,,195,agency,architecture
200,serialize,consistency,,200,serialize,consistency
201,daily,modern,,201,daily,modern
201,daily,multics,,201,daily,multics
205,particular,drums,,205,particular,drums
205,particular,music,,205,particular,music
210,gained,ratliff,,210,gained,ratliff
223,multiprocessor,topic,,223,multiprocessor,topic
223,special,topic,,223,special,topic
227,overall,known,,227,overall,known
227,overall,progress,,227,overall,progress
230,apply,network,,230,apply,network
230,apply,often,,230,apply,often
235,dominate,forensic,,235,dominate,forensic
235,dominate,shared,,235,dominate,shared
235,dominate,wide,,235,dominate,wide
236,empowered,computations,,236,empowered,computations
236,empowered,volatile,,236,empowered,volatile
239,detail,memcached,,239,detail,memcached
239,detail,third,,239,detail,third
243,accounting,consolidated,,243,accounting,consolidated
243,accounting,march,,243,accounting,march
243,accounting,tabular,,243,accounting,tabular
245,atomicity,firms,,245,atomicity,firms
245,atomicity,making,,245,atomicity,making
246,optimal,attempts,,246,optimal,attempts
246,optimal,integrates,,246,optimal,integrates
247,2012,group,,247,2012,group
247,2012,parallel,,247,2012,parallel
253,architectural,section,,253,architectural,section
258,cap,maintained,,258,cap,maintained
258,cap,methods,,258,cap,methods
258,cap,training,,258,cap,training
261,institute,integrated,,261,institute,integrated
261,institute,non,,261,institute,non
262,fail,interact,,262,fail,interact
262,fail,updates,,262,fail,updates
262,fail,updating,,262,fail,updating
263,emerged,popular,,263,emerged,popular
263,response,popular,,263,response,popular
263,solve,popular,,263,solve,popular
263,update,popular,,263,update,popular
266,1968,introduction,,266,1968,introduction
266,1968,responsibility,,266,1968,responsibility
267,not,features,,267,not,features
268,coincided,supplier,,268,coincided,supplier
268,coincided,topics,,268,coincided,topics
270,conform,involves,,270,conform,involves
270,conform,now,,270,conform,now
272,sees,few,,272,sees,few
272,sees,modifying,,272,sees,modifying
277,grew,updated,,277,grew,updated
281,relational,durability,,281,relational,durability
281,relational,each,,281,relational,each
282,done,oql,,282,done,oql
282,done,requires,,282,done,requires
282,mismatch,oql,,282,mismatch,oql
282,mismatch,requires,,282,mismatch,requires
285,resiliency,titles,,285,resiliency,titles
290,1971,ubiquitous,,290,1971,ubiquitous
295,fields,1976,,295,fields,1976
295,fields,maintaining,,295,fields,maintaining
297,1978,below,,297,1978,below
297,1978,required,,297,1978,required
299,seeks,having,,299,seeks,having
307,grown,aiming,,307,grown,aiming
307,grown,user,,307,grown,user
308,products,org,,308,products,org
308,products,uses,,308,products,uses
313,allow,wong,,313,allow,wong
314,employ,when,,314,employ,when
325,he,initialised,,325,he,initialised
325,he,participating,,325,he,participating
325,he,planning,,325,he,planning
327,1987,disparate,,327,1987,disparate
327,1987,machine,,327,1987,machine
327,individual,disparate,,327,individual,disparate
327,individual,machine,,327,individual,machine
327,loops,disparate,,327,loops,disparate
327,loops,machine,,327,loops,machine
332,independence,clustrix,,332,independence,clustrix
338,payment,implemented,,338,payment,implemented
342,late,looping,,342,late,looping
342,late,please,,342,late,please
342,late,read,,342,late,read
348,ieee,epitomized,,348,ieee,epitomized
348,ieee,integration,,348,ieee,integration
348,ieee,principle,,348,ieee,principle
348,low,epitomized,,348,low,epitomized
348,low,integration,,348,low,integration
348,low,principle,,348,low,principle
348,valid,epitomized,,348,valid,epitomized
348,valid,integration,,348,valid,integration
348,valid,principle,,348,valid,principle
350,order,real,,350,order,real
359,1998,represented,,359,1998,represented
360,between,encyclopedia,,360,between,encyclopedia
360,between,rooms,,360,between,rooms
367,finding,being,,367,finding,being
367,finding,entities,,367,finding,entities
368,splitting,reality,,368,splitting,reality
371,it,early,,371,it,early
371,tools,early,,371,tools,early
376,enforcement,offshoot,,376,enforcement,offshoot
376,multidimensional,offshoot,,376,multidimensional,offshoot
379,underlying,theory,,379,underlying,theory
381,global,deductive,,381,global,deductive
381,online,deductive,,381,online,deductive
382,something,models,,382,something,models
388,handled,conveniently,,388,handled,conveniently
388,postgresql,conveniently,,388,postgresql,conveniently
390,reside,destruction,,390,reside,destruction
397,networks,computerized,,397,networks,computerized
397,networks,introduced,,397,networks,introduced
399,custom,ims,,399,custom,ims
403,programmable,channel,,403,programmable,channel
403,programmable,parallelization,,403,programmable,parallelization
407,prototypes,logs,,407,prototypes,logs
413,typically,designed,,413,typically,designed
413,typically,standard,,413,typically,standard
413,typically,techniques,,413,typically,techniques
414,inc,converted,,414,inc,converted
414,inc,evaluating,,414,inc,evaluating
414,inc,incurred,,414,inc,incurred
414,inc,out,,414,inc,out
420,email,analyze,,420,email,analyze
420,email,delivered,,420,email,delivered
420,email,tally,,420,email,tally
432,first,change,,432,first,change
432,first,contact,,432,first,contact
433,bibliographic,accurately,,433,bibliographic,accurately
433,bibliographic,usage,,433,bibliographic,usage
438,framework,archive,,438,framework,archive
442,thus,instead,,442,thus,instead
445,present,acronym,,445,present,acronym
445,present,classified,,445,present,classified
445,present,ejb,,445,present,ejb
445,present,encryption,,445,present,encryption
446,directly,hidden,,446,directly,hidden
446,directly,together,,446,directly,together
447,output,berkeley,,447,output,berkeley
455,did,critical,,455,did,critical
455,did,especially,,455,did,especially
455,did,modeling,,455,did,modeling
459,part,workable,,459,part,workable
468,fortran,scope,,468,fortran,scope
468,free,scope,,468,free,scope
471,comparison,upgrades,,471,comparison,upgrades
472,casually,created,,472,casually,created
472,casually,into,,472,casually,into
477,needs,define,,477,needs,define
479,departs,compute,,479,departs,compute
479,departs,reasons,,479,departs,reasons
485,aggregated,changing,,485,aggregated,changing
486,administrators,three,,486,administrators,three
487,tested,connected,,487,tested,connected
487,tested,way,,487,tested,way
493,server,familiar,,493,server,familiar
493,server,terminology,,493,server,terminology
493,view,familiar,,493,view,familiar
493,view,terminology,,493,view,terminology
497,misleading,gathering,,497,misleading,gathering
497,misleading,plan,,497,misleading,plan
498,relates,test,,498,relates,test
498,relates,ushered,,498,relates,ushered
504,how,forces,,504,how,forces
505,levels,experiences,,505,levels,experiences
509,practice,area,,509,practice,area
515,unsuccessful,employees,,515,unsuccessful,employees
515,unsuccessful,structure,,515,unsuccessful,structure
518,dealing,dke,,518,dealing,dke
518,dealing,international,,518,dealing,international
518,dealing,wayne,,518,dealing,wayne
519,weekly,honeywell,,519,weekly,honeywell
522,plans,adabas,,522,plans,adabas
522,plans,justification,,522,plans,justification
523,things,ordered,,523,things,ordered
523,things,person,,523,things,person
523,things,spawn,,523,things,spawn
530,even,utilized,,530,even,utilized
542,populated,averaging,,542,populated,averaging
542,populated,tree,,542,populated,tree
552,money,meaningful,,552,money,meaningful
552,money,opening,,552,money,opening
552,money,refer,,552,money,refer
555,funding,audit,,555,funding,audit
555,funding,or,,555,funding,or
555,funding,putting,,555,funding,putting
556,loading,hashing,,556,loading,hashing
562,star,downsides,,562,star,downsides
567,except,10,,567,except,10
567,except,eras,,567,except,eras
567,except,philosophy,,567,except,philosophy
569,residing,12,,569,residing,12
570,offering,13,,570,offering,13
570,picture,13,,570,picture,13
571,14,end,,571,14,end
571,most,end,,571,most,end
